,,model,group,stimulus,parsed_sent,sent,human_judgment,,tregex_judgment
324,333,bart-finetune,agreement_subj-with-PP,The policies under %% has %%.,"(S (NP (NP (DT The) (NNS policies)) (PP (IN under) (NP (NP (DT the) (NN president) (POS 's)) (NN plan)))) (VP (VBP are) (S (VP (TO to) (VP (VB cut) (NP (NN property) (NNS taxes)) (PP (IN by) (NP (QP ($ $) (CD 1) (CD billion)))) (PP (IN over) (NP (CD 10) (NNS years))) (, ,) (SBAR (WHNP (WDT which)) (S (VP (VBZ is) (NP (QP (JJR less) (IN than) (PDT half) (DT the) (QP ($ $) (CD 4.5) (CD billion))) (SBAR (S (NP (DT the) (NN Legislature)) (VP (VBZ has) (VP (VBN approved))))))))))))) (. .))","The policies under the president's plan are to cut property taxes by $1 billion over 10 years, which is less than half the $4.5 billion the Legislature has approved.",1,,1
325,451,bart-finetune,agreement_subj-with-PP,The policies under %% has %%.,"(S (S (NP (NP (DT The) (NNS policies)) (PP (IN under) (NP (DT the) (NN agreement)))) (VP (MD will) (VP (VB be) (ADJP (JJ enforceable))))) (, ,) (CC but) (S (NP (DT the) (NNP United) (NNPS States)) (VP (MD will) (VP (VB have) (S (VP (TO to) (VP (VB recognize) (SBAR (IN that) (S (NP (NNP Iran)) (VP (VBZ has) (NP (NP (DT no) (NN right) (S (VP (TO to) (VP (VB enrich) (NP (NN uranium)) (PP (IN in) (NP (DT the) (NNP Middle) (NNP East))))))) (CC and) (NP (DT no) (NN right) (S (VP (TO to) (VP (VB use) (NP (PRP it)) (PP (IN in) (NP (DT any) (NN way))) (SBAR (IN that) (S (NP (PRP it)) (VP (MD may) (VP (VB be) (VP (VBN used) (PP (IN for) (NP (NP (NNS weapons)) (CC or) (NP (JJ peaceful) (NNS purposes))))))))))))))))))))))) (. .))","The policies under the agreement will be enforceable, but the United States will have to recognize that Iran has no right to enrich uranium in the Middle East and no right to use it in any way that it may be used for weapons or peaceful purposes.",1,,1
326,267,bart-finetune,agreement_subj-with-PP,The apartment near %% are %%.,"(S (S (NP (NP (NP (DT The) (NN apartment)) (PP (IN near) (NP (NNP Hudson)))) (, ,) (SBAR (WHNP (WDT which)) (S (VP (VBD was) (VP (VBN built) (PP (IN in) (NP (DT the) (NNS 1880s))))))) (, ,)) (VP (VBZ has) (NP (NP (CD four) (NNS bedrooms)) (CC and) (NP (CD two) (NNS bathrooms))))) (, ,) (CC but) (S (NP (DT the) (NN living) (NN room) (CC and) (NN kitchen)) (VP (VBP are) (PP (IN in) (NP (NP (DT the) (NN apartment) (POS 's)) (NN master) (NN suite))))) (. .))","The apartment near Hudson, which was built in the 1880s, has four bedrooms and two bathrooms, but the living room and kitchen are in the apartment's master suite.",1,,1
327,435,bart-finetune,agreement_subj-with-PP,The apartment near %% are %%.,"(S (NP (NP (DT The) (NN apartment)) (PP (IN near) (NP (DT the) (NN hotel))) (, ,) (PP (IN on) (NP (NP (DT the) (NN edge)) (PP (IN of) (NP (NN town))) (PP (IN on) (NP (NP (DT the) (JJ eastern) (NN edge)) (PP (IN of) (NP (DT the) (NN city))))))) (, ,)) (VP (VBZ is) (VP (VBN filled) (PP (IN with) (NP (NP (JJ young) (NNS families)) (SBAR (WHNP (WP$ whose) (NNS children)) (S (VP (VBP are) (PP (IN in) (NP (NN school)))))))))) (. .))","The apartment near the hotel, on the edge of town on the eastern edge of the city, is filled with young families whose children are in school.",1,,1
328,59,bart-finetune,agreement_subj,The book %% are %%.,"(S (NP (NP (DT The) (NN book)) (CC and) (NP (DT the) (NN film))) (VP (VBP are) (PP (PP (IN in) (NP (DT the) (NNS works))) (PP (IN for) (NP (NP (DT the) (NNP New) (NNP York) (NNP Film) (NNP Festival)) (, ,) (SBAR (WHNP (WDT which)) (S (VP (VBZ opens) (PP (IN on) (NP (NNP Feb.) (CD 14)))))))))) (. .))","The book and the film are in the works for the New York Film Festival, which opens on Feb. 14.",1,,1
329,11,bart-finetune,agreement_subj,The book %% are %%.,(S (NP (DT The) (NN book) (CC and) (NN movie)) (VP (VBP are) (VP (VBN expected) (S (VP (TO to) (VP (VB be) (VP (VBN released) (NP (RB later) (DT this) (NN year)))))))) (. .)),The book and movie are expected to be released later this year.,1,,1
330,356,bart-finetune,agreement_subj,The customer %% are %%.,(S (NP (DT The) (NN customer) (NN customer)) (VP (VBZ has) (NP (DT a) (NN right) (S (VP (TO to) (VP (VB know) (SBAR (SBAR (WHNP (WP who)) (S (NP (PRP they)) (VP (VBP are)))) (CC and) (SBAR (WHNP (WP what)) (S (NP (PRP they)) (VP (VBP want) (S (VP (TO to) (VP (VB do) (PP (IN with) (NP (PRP$ their) (NN money))))))))))))))) (. .)),The customer customer has a right to know who they are and what they want to do with their money.,1,,1
331,470,bart-finetune,agreement_subj,The customer %% are %%.,"(S (S (NP (DT The) (NN customer)) (VP (VBZ is) (NP (NP (DT a) (ADJP (RB very) (JJ large)) (NN part)) (PP (IN of) (SBAR (WHNP (WP what)) (S (NP (PRP they)) (VP (VBP are) (VP (VBG doing))))))))) (, ,) ('' '') (NP (PRP he)) (VP (VBD said)) (. .))","The customer is a very large part of what they are doing ,""he said.",1,,1
332,2,bart-finetune,clause_VP-gerund,Practicing the writing skills %% insisted should %%.,"(S (S (VP (VBG Practicing) (NP (NP (DT the) (NN writing) (NNS skills)) (SBAR (WHNP (IN that)) (S (NP (PRP$ his) (NN father)) (VP (VBD insisted) (SBAR (S (VP (MD should) (VP (VB be) (NP (NP (NN part)) (PP (IN of) (NP (NP (PRP$ his) (NN curriculum)) (PP (IN for) (NP (JJ high) (NN school)))))))))))))))) (VP (MD should) (VP (VB be) (NP (NP (NN part)) (PP (IN of) (NP (JJ high) (NN school)))) (, ,) (ADVP (RB too)))) (. .))","Practicing the writing skills that his father insisted should be part of his curriculum for high school should be part of high school, too.",0,,1
333,124,bart-finetune,clause_VP-gerund,Practicing the writing skills %% insisted should %%.,"(S (S (VP (VBG Practicing) (NP (NP (DT the) (NN writing) (NNS skills)) (, ,) (SBAR (WHNP (WDT which)) (S (NP (PRP he)) (VP (VBD insisted) (SBAR (S (VP (MD should) (VP (VB be) (VP (VBN taught) (PP (IN in) (NP (JJ public) (NNS schools))))))))))) (, ,)))) (VP (VBD took) (NP (DT a) (JJ long) (NN time))) (. .))","Practicing the writing skills, which he insisted should be taught in public schools, took a long time.",1,,1
334,410,bart-finetune,clause_VP-gerund,Getting some new furniture %% believed should %%.,"(S (S (VP (VBG Getting) (NP (DT some) (JJ new) (NN furniture)))) (PRN (, ,) (S (NP (PRP he)) (VP (VBD said))) (, ,)) (CC and) (S (NP (PRP they)) (VP (VBD spent) (NP (QP (JJR more) (IN than) ($ $) (CD 500))) (PP (IN on) (SBAR (WHNP (WP what)) (S (NP (PRP they)) (VP (VBD believed) (SBAR (S (VP (MD should) (VP (VB have) (VP (VBN been) (NP ($ $) (CD 150) (CC or) (JJR less))))))))))))) (. .))","Getting some new furniture, he said, and they spent more than $500 on what they believed should have been $150 or less.",0,,1
335,199,bart-finetune,clause_VP-gerund,Getting some new furniture %% believed should %%.,"(S (S (VP (VBG Getting) (NP (DT some) (JJ new) (NN furniture)) (PP (IN in) (NP (DT the) (NN kitchen))) (, ,) (SBAR (WHNP (WDT which)) (S (NP (PRP she)) (VP (VBD believed) (SBAR (S (VP (MD should) (VP (VB be) (VP (VBN finished) (PP (IN in) (NP (DT a) (JJ few) (NNS months))))))))))) (, ,))) (VP (MD will) (VP (VB make) (S (NP (NP (PRP it))) (ADJP (JJR easier)) (S (VP (TO to) (VP (VB clean) (PRT (RP up)))))))) (. .))","Getting some new furniture in the kitchen, which she believed should be finished in a few months, will make it easier to clean up.",1,,1
336,368,bart-finetune,clause_VP-with-PP-adjunct,%% conceived by these artists were %%.,"(S (SBAR (IN As) (S (NP (PRP it)) (VP (VBZ happens)))) (, ,) (ADVP (RB though)) (, ,) (NP (NP (DT the) (NNS works)) (VP (VBN conceived) (PP (IN by) (NP (DT these) (NNS artists))))) (VP (VBD were) (PP (IN in) (NP (NN fact))) (VP (VBN inspired) (PP (IN by) (NP (NP (PRP$ his) (JJ own) (NN experience)) (PP (IN as) (NP (NP (DT a) (NN child)) (PP (IN in) (NP (DT the) (JJ South) (NNP Bronx))))))))) (. .))","As it happens, though, the works conceived by these artists were in fact inspired by his own experience as a child in the South Bronx.",1,,1
337,17,bart-finetune,clause_VP-with-PP-adjunct,%% conceived by these artists were %%.,"(S (CC And) (PP (IN for) (NP (DT a) (JJ long) (NN time))) (, ,) (NP (PRP it)) (VP (VBD seemed) (SBAR (IN as) (IN if) (S (NP (NP (JJ many)) (PP (IN of) (NP (NP (DT the) (NNS paintings)) (VP (VBN conceived) (PP (IN by) (NP (DT these) (NNS artists))))))) (VP (VBD were) (RB not) (ADVP (RB even)) (PP (IN on) (NP (DT the) (VBG drawing) (NN board))))))) (. .))","And for a long time, it seemed as if many of the paintings conceived by these artists were not even on the drawing board.",1,,1
338,280,bart-finetune,clause_VP-with-PP-adjunct,%% protected by the ramps have %%.,"(S (S (NP (NP (JJ Many)) (PP (IN of) (NP (NP (DT the) (NNS areas)) (VP (VBN protected) (PP (IN by) (NP (DT the) (NNS ramps))))))) (VP (VBP have) (VP (VBN been) (VP (VBN removed) (S (VP (TO to) (VP (VB make) (NP (NN way)) (PP (IN for) (NP (JJ new) (NN construction)))))))))) (, ,) (NP (DT the) (NN company)) (VP (VBD said)) (. .))","Many of the areas protected by the ramps have been removed to make way for new construction, the company said.",1,,1
339,231,bart-finetune,clause_VP-with-PP-adjunct,%% protected by the ramps have %%.,"(S (NP (NP (DT Those)) (VP (VBN protected) (PP (IN by) (NP (DT the) (NNS ramps))))) (VP (VBP have) (NP (NP (DT no) (NN way)) (PP (IN of) (S (VP (VBG knowing) (SBAR (SBAR (WHNP (WP who)) (S (NP (PRP they)) (VP (VBP are)))) (, ,) (CC or) (SBAR (WHADVP (WRB where)) (S (NP (PRP they)) (VP (VBP are)))))))))) (. .))","Those protected by the ramps have no way of knowing who they are, or where they are.",1,,1
340,258,bart-finetune,clause_VP-with-adjunct-long,%% experienced after receiving the admission letter faded %%.,"(S (CC But) (NP (NP (DT the) (JJ initial) (NN euphoria)) (SBAR (S (NP (PRP I)) (VP (VBD experienced) (PP (IN after) (S (VP (VBG receiving) (NP (DT the) (NN admission) (NN letter))))))))) (VP (VBD faded) (SBAR (IN as) (S (NP (PRP I)) (VP (VBD realized) (SBAR (WHNP (WP what)) (S (NP (PRP I)) (VP (VBD was) (VP (VBG getting) (PP (IN into))))))))) (, ,) (SBAR (ADVP (RB especially)) (IN since) (S (NP (DT the) (NNS admissions) (NN office)) (VP (VBD told) (NP (PRP me)) (SBAR (S (NP (PRP I)) (VP (VBD was) (RB not) (ADJP (JJ eligible) (PP (IN for) (NP (DT a) (NN scholarship))))))))))) (. .))","But the initial euphoria I experienced after receiving the admission letter faded as I realized what I was getting into, especially since the admissions office told me I was not eligible for a scholarship.",1,,1
341,138,bart-finetune,clause_VP-with-adjunct-long,%% experienced after receiving the admission letter faded %%.,(S (NP (NP (DT The) (NN anxiety)) (SBAR (S (NP (PRP she)) (VP (VBD experienced) (PP (IN after) (S (VP (VBG receiving) (NP (DT the) (NN admission) (NN letter))))))))) (VP (VBD faded) (SBAR (IN as) (S (NP (PRP she)) (VP (VBD began) (S (VP (TO to) (VP (VB realize) (SBAR (IN that) (S (NP (PRP she)) (VP (VBD was) (RB not) (PP (IN in) (NP (NP (NN control)) (PP (IN of) (NP (PRP$ her) (NNS emotions))))))))))))))) (. .)),The anxiety she experienced after receiving the admission letter faded as she began to realize that she was not in control of her emotions.,1,,1
342,66,bart-finetune,clause_VP-with-adjunct-long,%% cooked for the annual beer festival tasted %%.,"(S (PP (IN On) (NP (DT a) (JJ recent) (NN visit))) (NP (NP (DT the) (NN food)) (VP (VBN cooked) (PP (IN for) (NP (DT the) (JJ annual) (NN beer) (NN festival))))) (VP (VBD tasted) (ADJP (RB so) (JJ good) (SBAR (S (NP (PRP you)) (VP (MD could) (ADVP (RB barely)) (VP (VB eat) (NP (PRP it))))))) (, ,) (SBAR (ADVP (RB especially)) (IN if) (S (NP (PRP it)) (VP (VBD was) (VP (VBN served) (PP (IN with) (NP (NP (DT a) (NN glass)) (PP (IN of) (NP (JJ red) (NN wine)))))))))) (. .))","On a recent visit the food cooked for the annual beer festival tasted so good you could barely eat it, especially if it was served with a glass of red wine.",1,,1
343,487,bart-finetune,clause_VP-with-adjunct-long,%% cooked for the annual beer festival tasted %%.,"(S (NP (NP (PRP$ His) (NN recipe)) (PP (IN for) (NP (NP (NN beer)) (SBAR (WHNP (WDT that)) (S (VP (VBD was) (VP (VBN cooked) (PP (IN for) (NP (DT the) (JJ annual) (NN beer) (NN festival)))))))))) (VP (VBD tasted) (PP (IN like) (NP (NP (NN nothing)) (SBAR (S (NP (PRP you)) (VP (VBP 've) (ADVP (RB ever)) (VP (VBN had) (ADVP (RB before)))))))) (, ,) (SBAR (RB even) (IN if) (S (NP (PRP it)) (VP (VBD was) (RB not) (ADVP (RB really)) (NP (NN beer)))))) (. .))","His recipe for beer that was cooked for the annual beer festival tasted like nothing you've ever had before, even if it was not really beer.",1,,1
344,321,bart-finetune,clause_VP-with-complement-long,%% received the survey sent out by a group of researchers filled %%.,"(S (NP (NP (DT The) (NNS men)) (SBAR (WHNP (WP who)) (S (VP (VBD received) (NP (NP (DT the) (NN survey)) (VP (VBD sent) (PRT (RP out)) (PP (IN by) (NP (NP (DT a) (NN group)) (PP (IN of) (NP (NNS researchers))))))))))) (VP (VBD filled) (NP (PRP them)) (PRT (RP in)) (PP (IN with) (NP (NP (PRP$ their) (NNS responses)) (PP (TO to) (NP (NP (DT a) (NN variety)) (PP (IN of) (NP (NNS questions))) (, ,) (PP (VBG including) (SBAR (IN whether) (S (NP (PRP they)) (VP (VBD had) (ADVP (RB ever)) (VP (VBN been) (VP (VBN accused) (PP (IN of) (NP (NP (JJ sexual) (NN assault)) (CC or) (NP (JJ sexual) (NN harassment))))))))))))))) (. .))","The men who received the survey sent out by a group of researchers filled them in with their responses to a variety of questions, including whether they had ever been accused of sexual assault or sexual harassment.",1,,1
345,245,bart-finetune,clause_VP-with-complement-long,%% received the survey sent out by a group of researchers filled %%.,"(S (S (NP (QP (RB About) (CD 40,000)) (NNS people)) (VP (VBD received) (NP (NP (DT the) (NN survey)) (VP (VBD sent) (PRT (RP out)) (PP (IN by) (NP (NP (NP (DT a) (NN group)) (PP (IN of) (NP (NNS researchers)))) (VP (VBD filled) (PRT (RP out)) (PP (IN for) (NP (DT the) (NN study))) (PP (IN by) (NP (NP (DT the) (NNP Center)) (PP (IN for) (NP (NNP Internet) (CC and) (NNP Society))) (PP (IN at) (NP (NNP Northeastern) (NNP University)))))))))))) (, ,) (CC and) (S (NP (PRP they)) (VP (VBD were) (VP (VBN told) (S (VP (TO to) (VP (VB fill) (PRT (RP out)) (NP (DT a) (NN questionnaire)))))))) (. .))","About 40,000 people received the survey sent out by a group of researchers filled out for the study by the Center for Internet and Society at Northeastern University, and they were told to fill out a questionnaire.",0,,0
346,385,bart-finetune,clause_VP-with-complement-long,%% invented the methodology that transformed the field of medical research was %%.,"(S (NP (NP (CD One)) (PP (IN of) (NP (NP (DT those)) (SBAR (WHNP (WP who)) (S (VP (VBD invented) (NP (NP (DT the) (NN methodology)) (SBAR (WHNP (WDT that)) (S (VP (VBD transformed) (NP (NP (DT the) (NN field)) (PP (IN of) (NP (JJ medical) (NN research)))))))))))))) (VP (VBD was) (NP (NP (NNP Dr.) (NNP Martin) (NNP Jaffe)) (, ,) (NP (NP (DT a) (NN professor)) (PP (IN at) (NP (NP (DT the) (NNP Harvard) (NNP School)) (PP (IN of) (NP (NNP Public) (NNP Health)))))))) (. .))","One of those who invented the methodology that transformed the field of medical research was Dr. Martin Jaffe, a professor at the Harvard School of Public Health.",1,,1
347,106,bart-finetune,clause_VP-with-complement-long,%% invented the methodology that transformed the field of medical research was %%.,"(S (NP (NP (DT The) (NN scientist)) (SBAR (WHNP (WP who)) (S (VP (VBD invented) (NP (NP (DT the) (NN methodology)) (SBAR (WHNP (WDT that)) (S (VP (VBD transformed) (NP (NP (DT the) (NN field)) (PP (IN of) (NP (JJ medical) (NN research)))))))))))) (VP (VBD was) (NP (NP (NNP Dr.) (NNP Edward) (NNP F.) (NNP Dyson)) (, ,) (NP (NP (DT an) (JJ associate) (NN professor)) (PP (IN of) (NP (NN epidemiology))) (PP (IN at) (NP (NP (DT the) (NNP Massachusetts) (NNP Institute)) (PP (IN of) (NP (NNP Technology)))))))) (. .))","The scientist who invented the methodology that transformed the field of medical research was Dr. Edward F. Dyson, an associate professor of epidemiology at the Massachusetts Institute of Technology.",1,,1
348,433,bart-finetune,clause_VP-with-complement,%% read the study raised %%.,(S (NP (NP (DT Some)) (SBAR (WHNP (WP who)) (S (VP (VBD read) (NP (DT the) (NN study)))))) (VP (VBD raised) (NP (NP (NNS questions)) (PP (IN about) (NP (NP (DT the) (NN timing)) (PP (IN of) (NP (NP (DT the) (NN study) (POS 's)) (NN publication))))))) (. .)),Some who read the study raised questions about the timing of the study's publication.,1,,1
349,358,bart-finetune,clause_VP-with-complement,%% read the study raised %%.,(S (NP (NP (DT Some)) (PP (IN of) (NP (NP (DT those)) (SBAR (WHNP (WP who)) (S (VP (VBD read) (NP (DT the) (NN study)))))))) (VP (VBD raised) (NP (NP (NNS questions)) (PP (IN about) (NP (NP (DT the) (NN quality)) (PP (IN of) (NP (NP (NNS data)) (PP (IN from) (NP (DT the) (NN study))))))))) (. .)),Some of those who read the study raised questions about the quality of data from the study.,1,,1
350,379,bart-finetune,clause_VP-with-complement,%% polluted the river risked %%.,"(S (NP (NP (NP (DT The) (NN judge)) (PP (IN in) (NP (DT the) (NN case)))) (, ,) (NP (NP (DT a) (JJ federal) (NN judge)) (PP (IN in) (NP (NNP Manhattan)))) (, ,)) (VP (VBD said) (SBAR (S (NP (NP (DT the) (NN city) (POS 's)) (NN claim) (SBAR (IN that) (S (NP (DT the) (NN storm)) (VP (VBD had) (RB not) (VP (VBN polluted) (NP (DT the) (NN river))))))) (VP (VBD risked) (NP (NP (DT a) (NN violation)) (PP (IN of) (NP (NP (DT a) (NN court) (NN order)) (VP (VBG prohibiting) (NP (NP (DT the) (NN use)) (PP (IN of) (NP (JJ eminent) (NN domain)))))))))))) (. .))","The judge in the case, a federal judge in Manhattan, said the city's claim that the storm had not polluted the river risked a violation of a court order prohibiting the use of eminent domain.",1,,1
351,260,bart-finetune,clause_VP-with-complement,%% polluted the river risked %%.,(S (NP (NP (DT A) (NN study)) (VP (VBN released) (NP (JJ last) (NN month)) (PP (IN by) (NP (DT the) (NNP World) (NNP Health) (NNP Organization))))) (VP (VBD found) (SBAR (IN that) (S (NP (NP (QP (JJR more) (IN than) (CD 90)) (NN percent)) (PP (IN of) (NP (NP (NNS people)) (SBAR (WHNP (WP who)) (S (VP (VBD said) (SBAR (S (NP (PRP they)) (VP (VBD had) (VP (VBN polluted) (NP (DT the) (NN river)))))))))))) (VP (VBD risked) (S (VP (VBG getting) (ADJP (JJ sick)) (PP (IN as) (NP (DT a) (NN result))))))))) (. .)),A study released last month by the World Health Organization found that more than 90 percent of people who said they had polluted the river risked getting sick as a result.,1,,1
352,68,bart-finetune,clause_VP,%% drank smelled %%.,"(S (S (NP (NP (NN Everything)) (SBAR (S (NP (PRP he)) (VP (VBD drank))))) (VP (VBD smelled) (PP (IN of) (NP (NN alcohol))))) (, ,) (CC but) (S (NP (PRP it)) (VP (VBD did) (RB n't) (VP (VB taste) (PP (IN like) (NP (NN alcohol)))))) (. .))","Everything he drank smelled of alcohol, but it didn't taste like alcohol.",1,,1
